Player,PlayerId,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,ShootingPercent,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Percent
Jordan Greenway,greenjo02,2020,22,MIN,LW,63,8,19,27,1,45,2,8,0,0,1,16,3,0,88,9.1,893,14:11,42,91,15,12,55.6
Noah Gregor,gregono01,2020,21,SJS,C,24,2,1,3,-1,4,0.2,2,0,0,0,1,0,0,25,8,223,9:18,4,41,6,11,35.3
Rocco Grimaldi,grimaro01,2020,26,NSH,C,62,10,21,31,10,8,3.1,10,0,0,1,21,0,0,117,8.5,790,12:44,12,22,1,5,16.7
Jordan Gross,grossjo01,2020,24,ARI,D,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,3,0,32,16:11,1,0,0,0,
Carl Grundstrom,grundca01,2020,22,LAK,RW,13,0,4,4,2,8,0.2,0,0,0,0,4,0,0,16,0,166,12:46,4,29,0,0,
Matt Grzelcyk,grzelma01,2020,26,BOS,D,64,3,16,19,14,34,4.2,3,0,0,0,9,6,1,111,2.7,1155,18:03,61,53,0,0,
Radko Gudas,gudasra01,2020,29,WSH,D,62,2,13,15,17,40,3.5,2,0,0,1,13,0,0,90,2.2,1042,16:48,75,162,0,0,
Erik Gudbranson,gudbrer01,2020,28,TOT,D,51,4,5,9,0,95,2.4,4,0,0,0,4,0,1,78,5.1,988,19:22,58,89,0,0,
Erik Gudbranson,gudbrer01,2020,28,ANA,D,44,4,5,9,0,91,2.3,4,0,0,0,4,0,1,76,5.3,882,20:02,56,76,0,0,
Erik Gudbranson,gudbrer01,2020,28,PIT,D,7,0,0,0,0,4,0.1,0,0,0,0,0,0,0,2,0,106,15:09,2,13,0,0,
Jake Guentzel,guentja01,2020,25,PIT,C,39,20,23,43,11,14,5.4,14,6,0,4,19,4,0,127,15.7,805,20:38,19,46,22,24,47.8
Brendan Guhle,guhlebr01,2020,22,ANA,D,27,3,4,7,-3,10,1.3,3,0,0,1,4,0,0,36,8.3,466,17:16,38,16,0,0,
Carl Gunnarsson,gunnaca01,2020,33,STL,D,33,2,5,7,6,16,1.7,2,0,0,0,4,0,1,29,6.9,517,15:41,44,26,0,0,
Denis Gurianov,guriade01,2020,22,DAL,RW,60,20,9,29,6,9,4.1,13,7,0,4,4,5,0,124,16.1,769,12:49,17,58,0,0,
Nikita Gusev,gusevni01,2020,27,NJD,LW,62,12,30,42,-13,12,3.6,8,4,0,2,20,10,0,149,8.1,912,14:42,7,12,0,2,0
David Gustafsson,gustada01,2020,19,WPG,C,22,1,0,1,-2,0,-0.1,1,0,0,1,0,0,0,4,25,135,6:09,6,5,34,29,54
Erik Gustafsson,gustaer02,2020,27,TOT,D,63,6,22,28,-9,25,3.8,4,2,0,0,15,7,0,100,6,1290,20:29,55,86,0,0,
Erik Gustafsson,gustaer02,2020,27,CHI,D,59,6,20,26,-8,25,3.6,4,2,0,0,14,6,0,98,6.1,1219,20:40,54,81,0,0,
Erik Gustafsson,gustaer02,2020,27,CGY,D,4,0,2,2,-1,0,0.2,0,0,0,0,1,1,0,2,0,71,17:46,1,5,0,0,
Gaetan Haas,haasga01,2020,28,EDM,F,57,5,5,10,-1,6,0.7,5,0,0,0,4,1,0,54,9.3,551,9:40,28,52,169,232,42.1
Carl Hagelin,hagelca01,2020,31,WSH,LW,54,7,15,22,10,14,2,6,0,1,2,14,0,1,96,7.3,771,14:16,19,24,13,12,52
Robert Hagg,haggro01,2020,24,PHI,D,45,3,10,13,15,25,3.3,2,1,0,0,10,0,0,36,8.3,701,15:35,72,122,0,0,
Nicolas Hague,hagueni01,2020,21,VEG,D,38,1,10,11,0,32,1.6,0,1,0,0,7,3,0,54,1.9,611,16:05,26,69,0,0,
Ron Hainsey,hainsro01,2020,38,OTT,D,59,1,11,12,11,12,3.1,1,0,0,1,8,0,3,38,2.6,1210,20:31,93,47,0,0,
Libor Hajek,hajekli01,2020,21,NYR,D,28,0,5,5,-4,12,0.5,0,0,0,0,5,0,0,23,0,448,15:59,44,24,0,0,
Micheal Haley,haleymi01,2020,33,NYR,C,22,1,0,1,-7,50,-0.3,1,0,0,0,0,0,0,9,11.1,122,5:32,6,36,7,5,58.3
Taylor Hall,hallta02,2020,28,TOT,LW,62,15,35,50,-13,32,4.4,11,4,0,1,21,14,0,215,7,1187,19:09,29,40,19,29,39.6
Taylor Hall,hallta02,2020,28,ARI,LW,32,9,16,25,-2,12,2.5,7,2,0,1,12,4,0,106,8.5,612,19:07,20,15,6,14,30
Taylor Hall,hallta02,2020,28,NJD,LW,30,6,19,25,-11,20,1.9,4,2,0,0,9,10,0,109,5.5,576,19:11,9,25,13,15,46.4
Dan Hamhuis,hamhuda01,2020,37,NSH,D,60,0,8,8,6,35,1.6,0,0,0,0,8,0,0,44,0,871,14:31,53,64,0,0,
Dougie Hamilton,hamildo01,2020,26,CAR,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,23:17,63,52,0,0,
Travis Hamonic,hamontr01,2020,29,CGY,D,50,3,9,12,-3,27,2.5,3,0,0,0,9,0,0,83,3.6,1060,21:12,110,39,0,0,
Noah Hanifin,hanifno01,2020,23,CGY,D,67,5,17,22,-11,10,3.5,4,1,0,0,13,4,0,131,3.8,1440,21:30,87,81,0,0,
Joel Hanley,hanlejo01,2020,28,DAL,D,8,0,2,2,0,6,0.3,0,0,0,0,2,0,0,4,0,91,11:21,8,3,0,0,
Jansen Harkins,harkija01,2020,22,WPG,C,27,2,5,7,-1,5,0.4,2,0,0,0,5,0,0,23,8.7,281,10:25,9,8,0,5,0
Scott Harrington,harrisc01,2020,26,CBJ,D,37,1,6,7,-4,16,1.2,1,0,0,0,6,0,0,35,2.9,516,13:56,47,45,0,0,
Ryan Hartman,hartmry01,2020,25,MIN,RW,65,9,10,19,7,67,1.7,8,1,0,1,10,0,0,104,8.7,794,12:13,52,40,81,68,54.4
Garnet Hathaway,hathaga01,2020,28,WSH,RW,62,7,6,13,2,77,0.9,7,0,0,1,5,0,1,71,9.9,668,10:47,44,181,9,20,31
Erik Haula,haulaer01,2020,28,TOT,LW,45,12,11,23,0,22,2.3,8,4,0,2,7,4,0,85,14.1,708,15:44,13,24,361,297,54.9
Erik Haula,haulaer01,2020,28,CAR,LW,41,12,10,22,1,20,2.3,8,4,0,2,6,4,0,78,15.4,650,15:51,11,18,333,285,53.9
Erik Haula,haulaer01,2020,28,FLA,LW,4,0,1,1,-1,2,0,0,0,0,0,1,0,0,7,0,58,14:23,2,6,28,12,70
Jayce Hawryluk,hawryja01,2020,24,TOT,C,21,1,5,6,-1,12,0.3,1,0,0,0,5,0,0,17,5.9,224,10:41,9,54,0,5,0
Jayce Hawryluk,hawryja01,2020,24,FLA,C,15,1,2,3,-1,8,0.1,1,0,0,0,2,0,0,10,10,145,9:41,6,32,0,4,0
Jayce Hawryluk,hawryja01,2020,24,OTT,C,6,0,3,3,0,4,0.2,0,0,0,0,3,0,0,7,0,79,13:11,3,22,0,1,0
John Hayden,haydejo01,2020,24,NJD,C,40,2,1,3,-4,75,-0.2,2,0,0,0,1,0,0,36,5.6,389,9:44,25,79,3,14,17.6
Kevin Hayes,hayeske01,2020,27,PHI,RW,65,22,17,39,-8,32,3.8,14,4,4,5,14,3,0,163,13.5,1157,17:48,22,86,392,398,49.6
Barrett Hayton,haytoba01,2020,19,ARI,C,18,1,3,4,2,14,0.3,1,0,0,1,3,0,0,26,3.8,205,11:23,3,13,21,29,42
Victor Hedman,hedmavi01,2020,29,TBL,D,63,9,44,53,24,31,8.8,6,3,0,2,26,18,0,149,6,1531,24:18:00,96,70,0,0,
Tim Heed,heedti01,2020,29,SJS,D,33,1,3,4,-6,2,0.6,1,0,0,0,3,0,0,39,2.6,409,12:24,28,15,0,1,0
Danton Heinen,heineda01,2020,24,TOT,C,61,8,16,24,3,10,1.9,5,3,0,2,13,3,0,95,8.4,877,14:23,33,35,5,7,41.7
Danton Heinen,heineda01,2020,24,BOS,C,58,7,15,22,3,8,1.7,4,3,0,2,12,3,0,90,7.8,822,14:11,32,33,5,7,41.7
Danton Heinen,heineda01,2020,24,ANA,C,3,1,1,2,0,2,0.2,1,0,0,0,1,0,0,5,20,55,18:14,1,2,0,0,
Ville Heinola,heinovi01,2020,18,WPG,D,8,1,4,5,3,4,1,1,0,0,0,3,1,0,10,10,145,18:04,5,3,0,0,
Miro Heiskanen,heiskmi01,2020,20,DAL,D,64,8,25,33,16,12,7.5,8,0,0,0,19,6,0,151,5.3,1523,23:48,81,39,0,0,
Darren Helm,helmda01,2020,33,DET,C,65,9,6,15,-5,35,1.1,8,0,1,0,5,0,1,94,9.6,883,13:35,24,84,15,13,53.6
Adam Henrique,henriad01,2020,29,ANA,C,65,24,15,39,-3,20,4.8,19,5,0,0,12,3,0,161,14.9,1089,16:46,29,71,450,368,55
Tomas Hertl,hertlto01,2020,26,SJS,C,48,16,20,36,-18,16,3.3,12,2,2,1,15,5,0,117,13.7,885,18:27,25,29,433,357,54.8
Joe Hicketts,hickejo01,2020,23,DET,D,6,0,2,2,-5,2,0,0,0,0,0,2,0,0,6,0,110,18:17,13,14,0,0,
Matthew Highmore,highmma01,2020,23,CHI,LW,31,2,3,5,0,6,0.2,2,0,0,0,3,0,0,30,6.7,304,9:49,8,34,1,3,25
Vinnie Hinostroza,hinosvi01,2020,25,ARI,C,65,5,16,21,1,14,1.5,5,0,0,0,14,1,1,125,4,859,13:13,25,50,26,35,42.6
Roope Hintz,hintzro01,2020,23,DAL,LW,56,18,14,32,4,16,4,14,2,2,5,3,11,0,110,16.4,827,14:46,26,65,161,167,49.1
Taro Hirose,hirosta01,2020,23,DET,LW,26,2,5,7,-12,6,0,2,0,0,0,0,5,0,21,9.5,326,12:33,16,13,0,5,0
Nico Hischier,hischni01,2020,21,NJD,C,54,14,20,34,-13,10,2.9,11,2,1,1,12,7,1,113,12.4,976,18:05,37,46,474,434,52.2
Niklas Hjalmarsson,hjalmni01,2020,32,ARI,D,24,1,3,4,-3,12,0.9,1,0,0,0,2,0,1,15,6.7,447,18:38,42,17,0,0,
Mike Hoffman,hoffmmi02,2020,30,FLA,C,66,27,29,56,-6,28,6,17,10,0,3,19,10,0,202,13.4,1110,16:49,21,31,6,8,42.9
Nick Holden,holdeni01,2020,32,VEG,D,57,5,7,12,-1,13,2.4,4,1,0,0,6,0,1,96,5.2,1086,19:03,70,122,0,0,
Justin Holl,hollju01,2020,28,TOR,D,64,2,16,18,14,37,3.3,2,0,0,0,16,0,0,84,2.4,1174,18:21,71,82,0,0,
Korbinian Holzer,holzeko01,2020,31,ANA,D,46,1,3,4,-1,35,1.3,1,0,0,0,2,0,1,35,2.9,746,16:14,85,90,0,0,
Patric Hornqvist,hornqpa01,2020,33,PIT,RW,47,15,15,30,7,36,3.6,13,2,0,1,11,4,0,146,10.3,749,15:56,37,98,2,4,33.3
Bo Horvat,horvabo01,2020,24,VAN,C,65,21,31,52,-13,21,4.5,10,11,0,2,27,4,0,170,12.4,1281,19:42,62,50,797,590,57.5
Brett Howden,howdebr01,2020,21,NYR,C,65,9,8,17,-9,26,0.7,8,1,0,2,5,1,2,62,14.5,858,13:12,65,63,239,258,48.1
Filip Hronek,hronefi01,2020,22,DET,D,62,9,21,30,-37,46,3.6,8,1,0,0,12,9,0,118,7.6,1475,23:47,73,98,0,0,
Jonathan Huberdeau,huberjo01,2020,26,FLA,LW,66,22,55,77,5,30,7.8,17,5,0,3,31,24,0,146,15.1,1240,18:47,26,49,24,37,39.3
Charles Hudon,hudonch01,2020,25,MTL,LW,11,0,1,1,-5,0,-0.3,0,0,0,0,1,0,0,15,0,110,9:58,1,19,1,1,50
Cameron Hughes,hugheca01,2020,23,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,10,9:53,2,1,0,0,,
Jack Hughes,hugheja03,2020,18,NJD,C,57,7,14,21,-24,8,0.6,3,4,0,2,9,5,0,117,6,910,15:58,20,12,165,292,36.1
Quinn Hughes,hughequ01,2020,20,VAN,D,64,8,43,51,-9,18,6.3,5,3,0,2,22,21,0,122,6.6,1392,21:45,42,7,0,0,
Brad Hunt,huntbr01,2020,31,MIN,D,55,8,11,19,-4,4,3,5,3,0,0,4,7,0,101,7.9,846,15:23,36,11,0,0,
Dryden Hunt,huntdr01,2020,24,FLA,LW,21,0,4,4,0,24,0,0,0,0,0,4,0,0,33,0,220,10:30,7,37,0,0,
Ben Hutton,huttobe01,2020,26,LAK,D,61,4,9,13,3,14,3.5,4,0,0,1,9,0,0,101,4,1108,18:10,71,50,0,0,
Zach Hyman,hymanza01,2020,27,TOR,C,47,21,16,37,13,23,4.6,17,3,1,1,13,3,0,99,21.2,890,18:56,21,46,61,77,44.2
Alex Iafallo,iafalal01,2020,26,LAK,C,66,16,24,40,-1,12,3.8,10,6,0,3,21,3,0,134,11.9,1242,18:49,43,47,11,11,50
Matt Irwin,irwinma01,2020,32,TOT,D,30,0,2,2,-8,13,-0.2,0,0,0,0,2,0,0,44,0,385,12:50,36,65,0,0,
Matt Irwin,irwinma01,2020,32,NSH,D,27,0,2,2,-8,11,-0.3,0,0,0,0,2,0,0,40,0,319,11:49,30,53,0,0,
Matt Irwin,irwinma01,2020,32,ANA,D,3,0,0,0,0,2,0.1,0,0,0,0,0,0,0,4,0,66,22:01,6,12,0,0,
Joshua Jacobs,jacobjo01,2020,23,NJD,D,1,0,0,0,1,2,0.1,0,0,0,0,0,0,0,2,0,17,17:12,2,1,0,0,
Mark Jankowski,jankoma01,2020,25,CGY,C,53,5,2,7,-11,12,-0.1,5,0,0,0,2,0,0,36,13.9,595,11:13,33,14,183,225,44.9
Mattias Janmark,janmama02,2020,27,DAL,C,58,6,15,21,-5,12,1.3,4,1,1,0,10,4,1,77,7.8,850,14:40,35,20,29,37,43.9
Calle Jarnkrok,jarnkca01,2020,28,NSH,C,60,14,18,32,3,14,3,10,2,2,1,12,6,0,129,10.9,963,16:03,23,28,32,36,47.1
Christian Jaros,jarosch01,2020,23,OTT,D,11,0,3,3,-2,6,0.2,0,0,0,0,2,0,1,4,0,117,10:39,11,13,0,0,
Boone Jenner,jennebo01,2020,26,CBJ,C,67,11,13,24,-10,34,1.5,9,2,0,1,10,2,1,168,6.5,1214,18:08,74,105,613,498,55.2
Nick Jensen,jenseni02,2020,29,WSH,D,64,0,6,6,-3,13,0.9,0,0,0,0,5,1,0,58,0,1125,17:35,63,56,0,0,
Ryan Johansen,johanry01,2020,27,NSH,C,65,13,22,35,-5,45,2.6,9,3,1,2,16,6,0,96,13.5,1116,17:10,31,38,520,460,53.1
Marcus Johansson,johanma03,2020,29,BUF,C,56,8,19,27,-15,20,1.4,7,1,0,1,14,5,0,83,9.6,968,17:18,21,39,186,278,40.1
Stephen Johns,johnsst03,2020,27,DAL,D,13,2,3,5,1,6,1.1,2,0,0,0,3,0,0,24,8.3,232,17:49,17,35,0,0,
Adam Johnson,johnsad01,2020,25,PIT,C,7,1,1,2,-1,2,0.2,1,0,0,0,1,0,0,5,20,47,6:42,3,4,0,0,
Erik Johnson,johnser01,2020,31,COL,D,54,2,11,13,8,16,2.5,2,0,0,1,11,0,0,92,2.2,1125,20:50,105,87,0,0,
Jack Johnson,johnsja02,2020,33,PIT,D,62,3,8,11,0,22,2.6,2,0,1,0,8,0,0,60,5,1234,19:54,90,174,0,0,
Luke Johnson,johnslu01,2020,25,MIN,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0,35,11:35,0,6,16,16,50
Tyler Johnson,johnsty01,2020,29,TBL,C,60,14,15,29,9,14,3,13,1,0,2,10,5,0,108,13,875,14:35,21,58,161,167,49.1
Andreas Johnsson,johnsan01,2020,25,TOR,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,15:45,21,43,0,2,0
Ross Johnston,johnsro02,2020,25,NYI,LW,32,3,1,4,1,78,0.3,3,0,0,0,1,0,0,16,18.8,256,7:59,14,93,1,0,100
Henri Jokiharju,jokihhe01,2020,20,BUF,D,65,4,11,15,-4,32,2.6,3,1,0,0,10,1,0,72,5.6,1121,17:15,58,70,0,0,
Caleb Jones,jonesca01,2020,22,EDM,D,39,3,5,8,2,10,1.9,3,0,0,0,4,1,0,33,9.1,550,14:06,43,28,0,0,
Max Jones,jonesma03,2020,21,ANA,LW,54,8,3,11,-6,30,0.6,7,0,1,0,3,0,0,95,8.4,767,14:12,16,75,11,15,42.3
Seth Jones,jonesse01,2020,25,CBJ,D,56,6,24,30,10,20,6.4,4,2,0,0,16,7,1,126,4.8,1416,25:17:00,123,62,0,0,
Mathieu Joseph,josepma01,2020,22,TBL,RW,37,4,3,7,-2,16,0.2,4,0,0,0,2,0,1,35,11.4,426,11:31,10,47,4,10,28.6
Roman Josi,josiro01,2020,29,NSH,D,65,16,45,61,20,39,10,12,4,0,1,29,16,0,240,6.7,1679,25:50:00,103,47,0,0,
Tyson Jost,jostty01,2020,21,COL,C,62,7,13,20,16,20,1.9,7,0,0,0,11,2,0,106,6.6,766,12:21,16,51,80,155,34
Tomas Jurco,jurcoto01,2020,27,EDM,RW,12,0,2,2,1,4,0.1,0,0,0,0,2,0,0,7,0,120,9:59,3,4,2,2,50
Nazem Kadri,kadrina01,2020,29,COL,C,51,19,17,36,7,97,4.2,15,4,0,1,10,7,0,133,14.3,889,17:26,9,61,407,310,56.8
Dominik Kahun,kahundo01,2020,24,TOT,C,52,11,18,29,6,8,3.1,10,1,0,2,17,1,0,81,13.6,698,13:26,22,5,28,27,50.9
Dominik Kahun,kahundo01,2020,24,PIT,C,50,10,17,27,6,8,2.8,9,1,0,2,16,1,0,79,12.7,673,13:27,20,5,28,25,52.8
Dominik Kahun,kahundo01,2020,24,BUF,C,2,1,1,2,0,0,0.3,1,0,0,0,1,0,0,2,50,26,12:47,2,0,0,2,0
Kaapo Kakko,kakkoka01,2020,18,NYR,RW,61,8,12,20,-23,14,0.3,6,2,0,2,2,10,0,100,8,882,14:27,10,19,2,4,33.3
Vladislav Kamenev,kamenvl01,2020,23,COL,LW,33,1,7,8,0,4,0.4,1,0,0,1,5,2,0,28,3.6,300,9:05,16,25,48,42,53.3
David Kampf,kampfda01,2020,25,CHI,C,65,7,8,15,-9,6,0.3,6,0,1,2,8,0,0,86,8.1,900,13:51,26,45,294,273,51.9
Steven Kampfer,kampfst01,2020,31,BOS,D,10,0,2,2,2,2,0.5,0,0,0,0,0,2,0,13,0,136,13:38,8,15,0,0,
Evander Kane,kaneev01,2020,28,SJS,LW,59,22,19,41,-8,118,4.4,9,11,2,6,16,3,0,188,11.7,1150,19:29,25,126,87,77,53
Patrick Kane,kanepa01,2020,31,CHI,RW,65,28,50,78,4,38,8.5,21,7,0,2,35,15,0,243,11.5,1386,21:19,17,24,1,3,25
Kasperi Kapanen,kapanka01,2020,23,TOR,RW,65,13,23,36,1,22,3,11,0,2,2,20,3,0,115,11.3,1025,15:47,16,73,2,13,13.3
Erik Karlsson,karlser01,2020,29,SJS,D,56,6,34,40,-15,16,5.5,4,1,1,0,22,12,0,120,5,1373,24:31:00,74,26,0,0,
Melker Karlsson,karlsme01,2020,29,SJS,C,56,5,5,10,-8,18,0.3,5,0,0,0,5,0,0,49,10.2,675,12:03,35,36,14,15,48.3
William Karlsson,karlswi01,2020,27,VEG,C,59,14,28,42,8,16,4.1,10,2,2,1,20,5,3,127,11,1115,18:54,38,37,469,439,51.7
David Kase,kaseda01,2020,23,PHI,RW,6,1,0,1,1,0,0.1,1,0,0,1,0,0,0,5,20,59,9:47,1,4,1,0,100
Ondrej Kase,kaseon01,2020,24,TOT,RW,51,7,16,23,-8,10,1.5,6,0,1,0,14,2,0,138,5.1,851,16:41,13,12,6,23,20.7
Ondrej Kase,kaseon01,2020,24,ANA,RW,49,7,16,23,-7,10,1.6,6,0,1,0,14,2,0,135,5.2,823,16:47,13,9,6,23,20.7
Ondrej Kase,kaseon01,2020,24,BOS,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0,28,13:58,0,3,0,0,
Zack Kassian,kassiza01,2020,29,EDM,RW,54,15,16,31,-1,69,3.3,15,0,0,1,16,0,0,91,16.5,858,15:54,7,144,1,2,33.3
Martin Kaut,kautma01,2020,20,COL,RW,7,2,1,3,0,0,0.4,1,1,0,0,1,0,0,10,20,71,10:09,0,8,0,0,
Duncan Keith,keithdu01,2020,36,CHI,D,56,2,20,22,-7,18,2.9,1,1,0,0,12,8,0,99,2,1357,24:14:00,109,25,0,0,
Clayton Keller,kellecl01,2020,21,ARI,C,67,17,26,43,-5,26,4.4,15,2,0,2,13,13,0,181,9.4,1091,16:17,13,20,8,13,38.1
Joel Kellman,kellmjo01,2020,25,SJS,F,26,3,4,7,3,4,0.7,3,0,0,1,3,0,1,20,15,284,10:56,18,22,92,103,47.2
Adrian Kempe,kempead01,2020,23,LAK,LW,65,11,19,30,-11,27,2.2,7,2,2,2,10,8,1,138,8,1033,15:54,15,69,92,129,41.6
Michal Kempny,kempnmi01,2020,29,WSH,D,55,3,14,17,13,22,3.5,3,0,0,0,14,0,0,66,4.5,1033,18:47,71,41,0,0,
Alexander Kerfoot,kerfoal01,2020,25,TOR,C,61,9,19,28,-1,32,1.9,8,1,0,1,17,2,0,85,10.6,905,14:50,37,46,184,205,47.3
Phil Kessel,kesseph01,2020,32,ARI,RW,67,14,22,36,-21,22,2.7,5,9,0,2,14,8,0,140,10,1152,17:11,20,11,2,7,22.2
Jujhar Khaira,khairju01,2020,25,EDM,LW,59,6,3,9,-22,34,-0.4,6,0,0,1,3,0,0,65,9.2,743,12:35,29,121,13,12,52
Alex Killorn,killoal01,2020,30,TBL,C,63,24,23,47,19,20,5.7,17,7,0,6,18,5,0,120,20,1132,17:58,15,52,5,14,26.3
Joel Kiviranta,kivirjo01,2020,23,DAL,F,11,1,0,1,-1,4,0,1,0,0,0,0,0,0,13,7.7,117,10:39,3,17,0,0,
Oscar Klefbom,klefbos01,2020,26,EDM,D,59,5,28,33,-20,22,4,3,2,0,0,12,16,0,151,3.3,1510,25:36:00,172,41,0,0,
John Klingberg,klingjo01,2020,27,DAL,D,54,5,26,31,-9,16,4.6,4,1,0,0,11,15,0,107,4.7,1196,22:09,67,25,0,0,
Slater Koekkoek,koekksl01,2020,25,CHI,D,37,1,8,9,4,42,1.8,1,0,0,1,8,0,0,42,2.4,615,16:37,49,60,0,0,
Mikko Koivu,koivumi01,2020,36,MIN,C,51,4,16,20,5,28,1.2,3,1,0,0,9,6,1,69,5.8,803,15:45,28,23,400,354,53.1
Otto Koivula,koivuot01,2020,21,NYI,LW,11,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,4,0,89,8:05,4,12,22,37,37.3
Keegan Kolesar,koleske01,2020,22,VEG,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12:06,0,2,1,0,100
Leo Komarov,komarle01,2020,33,NYI,C,45,4,10,14,6,6,1.1,4,0,0,1,9,0,1,44,9.1,571,12:41,25,112,33,49,40.2
Travis Konecny,konectr01,2020,22,PHI,C,62,23,37,60,-1,28,6.5,19,4,0,3,19,18,0,133,17.3,1047,16:54,27,62,24,24,50
Anze Kopitar,kopitan01,2020,32,LAK,C,66,20,39,59,1,16,6,12,7,1,5,25,14,0,128,15.6,1384,20:58,52,47,730,596,55.1
Egor Korshkov,korsheg01,2020,23,TOR,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,10,10:08,0,1,0,0,
Klim Kostin,kostikl01,2020,20,STL,C; LW,4,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,20,34,8:32,0,6,0,0,
Jesperi Kotkaniemi,kotkaje01,2020,19,MTL,C,36,6,2,8,-11,23,0.2,5,1,0,0,1,1,0,55,10.9,468,13:00,16,51,125,167,42.8
Ilya Kovalchuk,kovalil01,2020,36,TOT,LW,42,9,14,23,-6,18,1.9,7,2,0,3,11,3,0,105,8.6,722,17:12,22,44,8,15,34.8
Ilya Kovalchuk,kovalil01,2020,36,MTL,LW,22,6,7,13,6,2,1.5,5,1,0,3,6,1,0,62,9.7,416,18:54,11,28,8,11,42.1
Ilya Kovalchuk,kovalil01,2020,36,LAK,LW,17,3,6,9,-10,12,0.5,2,1,0,0,4,2,0,35,8.6,262,15:25,9,12,0,4,0
Ilya Kovalchuk,kovalil01,2020,36,WSH,LW,3,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,8,0,45,14:56,2,4,0,0,
Chris Kreider,kreidch01,2020,28,NYR,LW,63,24,21,45,13,58,5.4,15,9,0,5,17,4,0,156,15.4,1087,17:15,42,116,53,70,43.1
David Krejci,krejcda01,2020,33,BOS,C,57,13,28,41,15,23,4.4,10,3,0,3,18,10,0,75,17.3,980,17:11,31,34,350,341,50.7
Torey Krug,krugto01,2020,28,BOS,D,58,8,37,45,-1,31,6.2,6,2,0,3,13,24,0,136,5.9,1186,20:27,45,35,0,0,
Dominik Kubalík,kubaldo01,2020,24,CHI,LW,63,29,15,44,3,14,6,25,4,0,3,11,4,0,150,19.3,894,14:11,16,73,5,13,27.8
Nikita Kucherov,kucheni01,2020,26,TBL,RW,63,31,49,80,25,34,9.8,27,4,0,6,29,20,0,191,16.2,1183,18:46,19,35,0,1,0
Karson Kuhlman,kuhlmka01,2020,24,BOS,C,25,1,5,6,3,13,0.3,0,1,0,0,5,0,0,45,2.2,313,12:32,8,36,1,3,25
Tom Kuhnhackl,kuhnhto01,2020,28,NYI,RW,28,3,3,6,-4,2,0.3,3,0,0,1,2,0,1,28,10.7,316,11:18,22,31,0,0,
Dean Kukan,kukande01,2020,26,CBJ,D,33,1,4,5,-9,12,0.7,0,1,0,0,4,0,0,51,2,527,15:58,28,24,0,0,
Brett Kulak,kulakbr01,2020,26,MTL,D,52,0,7,7,-4,12,1.2,0,0,0,0,7,0,0,94,0,886,17:03,49,55,0,0,
Dmitry Kulikov,kulikdm01,2020,29,WPG,D,47,2,8,10,-2,32,1.9,2,0,0,1,8,0,0,50,4,938,19:57,71,99,0,0,
Luke Kunin,kuninlu01,2020,22,MIN,C,59,13,14,27,-12,55,2,12,0,1,1,13,1,0,119,10.9,911,15:27,51,61,198,243,44.9
Sean Kuraly,kuralse01,2020,27,BOS,C,65,5,17,22,-2,24,1.2,5,0,0,0,15,1,1,85,5.9,863,13:16,29,138,242,255,48.7
Evgeny Kuznetsov,kuzneev01,2020,27,WSH,C,59,19,32,51,0,38,5.3,13,6,0,0,26,6,0,123,15.4,1056,17:54,16,30,326,425,43.4
Oliver Kylington,kylinol01,2020,22,CGY,D,48,2,5,7,-6,16,1.2,2,0,0,0,5,0,0,37,5.4,658,13:42,34,36,0,0,
Jordan Kyrou,kyroujo01,2020,21,STL,C,26,4,4,8,2,8,0.8,4,0,0,0,3,1,0,37,10.8,287,11:02,7,8,1,3,25
Joel L'Esperance,lespejo01,2020,24,DAL,RW,3,1,0,1,0,2,0.2,1,0,0,0,0,0,0,2,50,22,7:21,1,1,0,1,0
Kevin Labanc,labanke01,2020,24,SJS,RW,65,14,18,32,-32,36,1.9,11,3,0,3,13,5,0,165,8.5,1050,16:09,22,42,2,8,20
Andrew Ladd,laddan01,2020,34,NYI,LW,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,21,10:39,0,11,0,0,
Paul Ladue,laduepa01,2020,27,LAK,D,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0,26,12:48,3,2,0,0,
Sam Lafferty,laffesa01,2020,24,PIT,C,47,6,7,13,6,19,1.4,6,0,0,1,7,0,0,52,11.5,450,9:34,17,92,112,112,50
